REF_DATE,GEO,Institution type,Registration status,International Standard Classification of Education (ISCED),Field of study,Gender,Status of student in Canada,VALUE
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Social and behavioural sciences and law [4],Male gender,Canadian students,159
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Social and behavioural sciences and law [4],Male gender,International students,15
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Social and behavioural sciences and law [4],Female gender,Canadian students,339
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Social and behavioural sciences and law [4],Female gender,International students,21
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Social and behavioural sciences and law [4],Gender unknown,Canadian students,3
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Business, management and public administration [5]",Male gender,Canadian students,639
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Business, management and public administration [5]",Male gender,International students,195
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Business, management and public administration [5]",Female gender,Canadian students,660
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Business, management and public administration [5]",Female gender,International students,165
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Physical and life sciences and technologies [6],Male gender,Canadian students,282
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Physical and life sciences and technologies [6],Male gender,International students,51
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Physical and life sciences and technologies [6],Female gender,Canadian students,360
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Physical and life sciences and technologies [6],Female gender,International students,63
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Physical and life sciences and technologies [6],Gender unknown,Canadian students,3
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Mathematics, computer and information sciences [7]",Male gender,Canadian students,174
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Mathematics, computer and information sciences [7]",Male gender,International students,63
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Mathematics, computer and information sciences [7]",Female gender,Canadian students,33
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Mathematics, computer and information sciences [7]",Female gender,International students,21
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Mathematics, computer and information sciences [7]",Gender unknown,Canadian students,3
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Architecture, engineering and related technologies [8]",Male gender,Canadian students,255
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Architecture, engineering and related technologies [8]",Male gender,International students,21
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Architecture, engineering and related technologies [8]",Female gender,Canadian students,72
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Architecture, engineering and related technologies [8]",Female gender,International students,9
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Agriculture, natural resources and conservation [9]",Male gender,Canadian students,15
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Agriculture, natural resources and conservation [9]",Female gender,Canadian students,18
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Agriculture, natural resources and conservation [9]",Female gender,International students,3
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Health and related fields [10],Male gender,Canadian students,120
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Health and related fields [10],Male gender,International students,9
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Health and related fields [10],Female gender,Canadian students,396
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Health and related fields [10],Female gender,International students,15
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,Health and related fields [10],Gender unknown,Canadian students,0
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Personal, protective and transportation services [11]",Male gender,Canadian students,72
2018/2019,British Columbia,College,Part-time student,Bachelor's or equivalent,"Personal, protective and transportation services [11]",Male gender,International students,3
